pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Kiedy sprawa może być załatwiona milcząco?,Zawsze na żądanie strony,Gdy przepis szczególny tak stanowi,Tylko w gminie,Wyłącznie po 30 dniach bezczynności,2,Art. 122a § 1 wymaga podstawy w przepisie szczególnym.
"Jaki jest podstawowy termin milczącego załatwienia sprawy, jeśli przepis szczególny nie określa innego?",7 dni,14 dni,Miesiąc od doręczenia żądania właściwemu organowi,2 miesiące,3,Art. 122a § 2 wskazuje co do zasady termin miesiąca.
Co oznacza milczące zakończenie postępowania?,Brak odpowiedzi strony,Brak odwołania,Brak opinii biegłego,Brak wydania decyzji lub postanowienia kończącego postępowanie w ustawowym terminie,4,Art. 122a § 2 pkt 1 definiuje milczące zakończenie postępowania.
Co oznacza milcząca zgoda?,Brak wniesienia sprzeciwu w drodze decyzji w ustawowym terminie,Brak odwołania strony,Brak wniosku o mediację,Brak uzasadnienia decyzji,1,Art. 122a § 2 pkt 2 definiuje milczącą zgodę.
Kiedy następuje milczące załatwienie sprawy?,W ostatnim dniu terminu,W dniu następującym po upływie terminu do wydania rozstrzygnięcia lub wniesienia sprzeciwu,Po 14 dniach od terminu,W dniu wszczęcia,2,Art. 122c § 1 określa moment milczącego załatwienia.
Czy zawieszenie postępowania wstrzymuje bieg terminu do milczącego załatwienia sprawy?,Nie,Tylko na wniosek strony,Tak,Wyłącznie w postępowaniu odwoławczym,3,Art. 122d § 2 przewiduje wstrzymanie biegu terminu.
Czy do spraw załatwianych milcząco stosuje się art. 10 KPA o czynnym udziale strony?,Tak,Tylko w pierwszej instancji,Wyłącznie przy wielu stronach,Nie,4,Art. 122d § 1 wyłącza stosowanie art. 10.
Co organ zamieszcza w aktach po milczącym załatwieniu sprawy?,Adnotację wskazującą treść rozstrzygnięcia i podstawę prawną,Nową decyzję,Wyłącznie notatkę służbową bez podstawy prawnej,Postanowienie o umorzeniu,1,Art. 122e wymaga adnotacji w aktach.
Czy strona może żądać zaświadczenia o milczącym załatwieniu sprawy?,Nie,Tak,Tylko po roku,Wyłącznie od organu wyższego stopnia,2,Art. 122f § 1 przewiduje wydanie takiego zaświadczenia na wniosek strony.
Czy na odmowę wydania zaświadczenia o milczącym załatwieniu sprawy przysługuje zażalenie?,Nie,Tylko odwołanie,Tak,Wyłącznie skarga kasacyjna,3,Art. 122f § 2 przewiduje zażalenie.
Czego co do zasady dotyczą postanowienia wydawane w toku postępowania?,Zawsze istoty sprawy,Wyłącznie kosztów,Tylko odwołań,"Poszczególnych kwestii wynikających w toku postępowania, bez rozstrzygania istoty sprawy",4,Art. 123 § 2 określa typowy przedmiot postanowień.
Czy postanowienie powinno zawierać podstawę prawną i treść rozstrzygnięcia?,Tak,Nie,Tylko podstawę prawną,Wyłącznie treść rozstrzygnięcia,1,Art. 124 § 1 wymienia oba elementy.
Kiedy postanowienie powinno zawierać uzasadnienie faktyczne i prawne?,Nigdy,M.in. gdy służy na nie zażalenie lub skarga do sądu administracyjnego albo służy od niego sprzeciw,Zawsze bez wyjątków,Tylko na żądanie strony,2,Art. 124 § 2 określa przypadki obowiązkowego uzasadnienia.
Ile instancji odwoławczych przysługuje od decyzji wydanej w pierwszej instancji?,Dwie,Trzy,Jedna,Nie ma ograniczenia,3,"Art. 127 § 1 stanowi, że odwołanie służy tylko do jednej instancji."
Jaki organ co do zasady rozpatruje odwołanie?,"Organ, który wydał decyzję",Sąd powszechny,Prokurator,Organ wyższego stopnia,4,"Art. 127 § 2 wskazuje organ wyższego stopnia, chyba że ustawa stanowi inaczej."
Czy od decyzji ministra wydanej w pierwszej instancji służy zwykłe odwołanie?,"Nie, ale można złożyć wniosek o ponowne rozpatrzenie sprawy",Tak,Nie i nie ma żadnego środka,Tylko zażalenie,1,Art. 127 § 3 przewiduje wniosek o ponowne rozpatrzenie zamiast odwołania.
Czy strona może zrzec się prawa do wniesienia odwołania?,Nie,"Tak, przed upływem terminu do jego wniesienia",Tylko po upływie terminu,Wyłącznie przed sądem,2,Art. 127a § 1 dopuszcza zrzeczenie się prawa do odwołania.
Kiedy decyzja staje się ostateczna i prawomocna po zrzeczeniu się odwołania przez wszystkie strony?,Po 14 dniach,Po 30 dniach,Z dniem doręczenia organowi oświadczenia ostatniej ze stron,W dniu wydania decyzji,3,Art. 127a § 2 określa ten moment.
Czy odwołanie wymaga szczegółowego uzasadnienia?,Tak zawsze,Tylko przy decyzji odmownej,Wyłącznie przy odwołaniu do SKO,"Nie, wystarczy że wynika z niego niezadowolenie strony z decyzji",4,Art. 128 przewiduje uproszczoną treść odwołania.
Za czyim pośrednictwem wnosi się odwołanie?,"Za pośrednictwem organu, który wydał decyzję",Bezpośrednio do sądu,Za pośrednictwem wojewody,Przez prokuratora,1,Art. 129 § 1 ustanawia pośrednictwo organu pierwszej instancji.
Jaki jest zasadniczy termin do wniesienia odwołania?,7 dni,14 dni od doręczenia decyzji albo jej ustnego ogłoszenia,30 dni,Miesiąc,2,Art. 129 § 2 przewiduje termin 14 dni.
Czy przed upływem terminu do odwołania decyzja co do zasady podlega wykonaniu?,Tak zawsze,Tylko decyzja odmowna,Nie,Wyłącznie decyzja organu gminy,3,Art. 130 § 1 ustanawia zasadę niewykonywania decyzji przed upływem terminu odwoławczego.
Jaki skutek ma wniesienie odwołania w terminie?,Powoduje nieważność decyzji,Umarza postępowanie,Nie ma wpływu na wykonanie,Wstrzymuje wykonanie decyzji,4,Art. 130 § 2 przewiduje skutek wstrzymujący.
Czy decyzja z rygorem natychmiastowej wykonalności podlega wykonaniu mimo odwołania?,Tak,Nie,Tylko po zgodzie strony,Wyłącznie po 7 dniach,1,Art. 130 § 3 wyłącza skutek wstrzymujący przy rygorze natychmiastowej wykonalności.
Czy organ pierwszej instancji może sam uwzględnić odwołanie w całości i wydać nową decyzję?,Nie,"Tak, w przypadkach określonych w art. 132",Tylko organ odwoławczy,Wyłącznie za zgodą sądu,2,Art. 132 przewiduje tzw. autokontrolę organu pierwszej instancji.
"W jakim terminie organ pierwszej instancji przesyła odwołanie wraz z aktami organowi odwoławczemu, jeśli nie skorzysta z autokontroli?",W ciągu 14 dni,W ciągu miesiąca,W ciągu 7 dni od otrzymania odwołania,"Niezwłocznie, bez terminu maksymalnego",3,Art. 133 przewiduje termin siedmiu dni.
W jakiej formie organ odwoławczy stwierdza niedopuszczalność odwołania lub uchybienie terminowi?,W drodze decyzji,W formie zarządzenia,Ustnie,W drodze postanowienia,4,Art. 134 przewiduje postanowienie.
Czy postanowienie stwierdzające niedopuszczalność odwołania lub uchybienie terminowi jest ostateczne?,Tak,Nie,Tylko w sprawach samorządowych,Wyłącznie po 14 dniach,1,"Art. 134 stanowi, że takie postanowienie jest ostateczne."
Czy strona może cofnąć odwołanie przed wydaniem decyzji przez organ odwoławczy?,Nie,Tak,Tylko w ciągu 7 dni,Wyłącznie za zgodą organu pierwszej instancji,2,Art. 137 dopuszcza cofnięcie odwołania.
Kiedy organ odwoławczy nie uwzględni cofnięcia odwołania?,Zawsze,Nigdy,Gdy prowadziłoby to do utrzymania decyzji naruszającej prawo lub interes społeczny,Tylko gdy strona nie podała przyczyny,3,Art. 137 wskazuje ograniczenie dopuszczalności cofnięcia.
Czy organ odwoławczy może utrzymać zaskarżoną decyzję w mocy?,Nie,Tylko sąd może,Wyłącznie po zgodzie strony,Tak,4,Art. 138 § 1 pkt 1 przewiduje takie rozstrzygnięcie.
Czy organ odwoławczy może uchylić decyzję i przekazać sprawę do ponownego rozpatrzenia?,"Tak, gdy naruszono przepisy postępowania, a konieczny zakres wyjaśnienia ma istotny wpływ na rozstrzygnięcie",Nie,Zawsze,Tylko na wniosek organu pierwszej instancji,1,Art. 138 § 2 określa przesłanki decyzji kasacyjnej.
Czy organ odwoławczy może wydać decyzję na niekorzyść strony odwołującej się?,Tak zawsze,"Co do zasady nie, chyba że decyzja rażąco narusza prawo lub interes społeczny",Nigdy bez wyjątku,Tylko gdy odwołanie jest nieuzasadnione,2,Art. 139 ustanawia zakaz reformationis in peius z wyjątkami.
Kiedy na postanowienie służy zażalenie?,Zawsze,Nigdy,Gdy KPA tak stanowi,Wyłącznie gdy postanowienie kończy postępowanie,3,Art. 141 § 1 przewiduje zażalenie tylko w przypadkach wskazanych w kodeksie.
Jaki jest termin do wniesienia zażalenia?,14 dni,30 dni,3 dni,7 dni od doręczenia lub ogłoszenia postanowienia,4,Art. 141 § 2 przewiduje termin siedmiu dni.
Czy wniesienie zażalenia co do zasady wstrzymuje wykonanie postanowienia?,Nie,Tak zawsze,Tylko gdy wnosi je strona,Wyłącznie w postępowaniu odwoławczym,1,"Art. 143 stanowi, że zażalenie co do zasady nie wstrzymuje wykonania postanowienia."
"Czy fałszywość dowodów, na których oparto istotne ustalenia, może być podstawą wznowienia postępowania zakończonego decyzją ostateczną?",Nie,Tak,Tylko gdy strona wyrazi zgodę,Wyłącznie po wniesieniu skargi do sądu,2,Art. 145 § 1 pkt 1 wskazuje fałszywość dowodów jako podstawę wznowienia.
Czy wydanie decyzji w wyniku przestępstwa może być podstawą wznowienia?,Nie,Tylko przy przestępstwie skarbowym,Tak,Wyłącznie na wniosek prokuratora,3,Art. 145 § 1 pkt 2 przewiduje taką podstawę.
Czy brak udziału strony w postępowaniu bez jej winy może uzasadniać wznowienie?,Nie,Tylko gdy decyzja była odmowna,Wyłącznie w postępowaniu odwoławczym,Tak,4,Art. 145 § 1 pkt 4 wskazuje tę przesłankę.
"Czy ujawnienie nowych istotnych okoliczności lub dowodów istniejących w dniu decyzji, lecz nieznanych organowi, może uzasadniać wznowienie?",Tak,Nie,Tylko gdy powstały po wydaniu decyzji,Wyłącznie gdy chodzi o dokument urzędowy,1,Art. 145 § 1 pkt 5 przewiduje tę przesłankę.
Jaki termin ogranicza uchylenie decyzji po wznowieniu z powodu fałszywych dowodów lub przestępstwa?,5 lat,10 lat od doręczenia lub ogłoszenia decyzji,3 lata,30 lat,2,Art. 146 § 1 przewiduje dziesięcioletni termin dla podstaw z art. 145 § 1 pkt 1 i 2.
Jaki termin ogranicza uchylenie decyzji z większości pozostałych podstaw wznowienia?,10 lat,2 lata,5 lat od doręczenia lub ogłoszenia decyzji,30 lat,3,Art. 146 § 1 przewiduje pięcioletni termin dla podstaw wskazanych w tym przepisie.
W jakim terminie co do zasady wnosi się podanie o wznowienie postępowania?,W ciągu 7 dni,W ciągu 14 dni,W ciągu 3 miesięcy,"W ciągu miesiąca od dnia, w którym strona dowiedziała się o podstawie wznowienia",4,Art. 148 § 1 przewiduje termin jednego miesiąca.
Do jakiego organu wnosi się podanie o wznowienie postępowania?,"Do organu, który wydał decyzję w pierwszej instancji",Do sądu administracyjnego,Do organu wyższego stopnia bezpośrednio,Do prokuratora,1,Art. 148 § 1 wskazuje organ pierwszej instancji jako adresata podania.
W jakiej formie następuje wznowienie postępowania?,W drodze decyzji,W drodze postanowienia,W formie zarządzenia,W formie uchwały,2,Art. 149 § 1 przewiduje postanowienie o wznowieniu.
Czy na postanowienie o odmowie wznowienia przysługuje zażalenie?,Nie,Wyłącznie odwołanie,Tak,Tylko skarga kasacyjna,3,Art. 149 § 4 przewiduje zażalenie.
"Czy decyzja ostateczna, na mocy której żadna ze stron nie nabyła prawa, może być uchylona lub zmieniona ze względu na interes społeczny lub słuszny interes strony?",Nie,Wyłącznie przez sąd,Tylko za zgodą wszystkich stron,Tak,4,Art. 154 § 1 przewiduje taką możliwość.
"Czy decyzja ostateczna, na mocy której strona nabyła prawo, może być zmieniona bez jej zgody na podstawie art. 155?",Nie,Tak zawsze,Tylko przez wojewodę,Tak po 5 latach,1,"Art. 155 wymaga zgody strony na uchylenie lub zmianę decyzji, na mocy której nabyła prawo."
Czy wydanie decyzji z naruszeniem przepisów o właściwości jest przesłanką stwierdzenia nieważności?,Nie,Tak,Tylko gdy naruszenie było umyślne,Wyłącznie po wyroku sądu,2,Art. 156 § 1 pkt 1 przewiduje tę wadę.
Czy decyzja wydana bez podstawy prawnej lub z rażącym naruszeniem prawa może być nieważna?,Nie,Tylko decyzja podatkowa,Tak,Wyłącznie gdy strona poniosła szkodę,3,Art. 156 § 1 pkt 2 wskazuje te przesłanki nieważności.
Czy skierowanie decyzji do osoby niebędącej stroną może stanowić podstawę nieważności?,Nie,Tylko gdy osoba się odwoła,Wyłącznie w postępowaniu uproszczonym,Tak,4,Art. 156 § 1 pkt 4 przewiduje taką podstawę.
Czy trwale niewykonalna w dniu wydania decyzja może podlegać stwierdzeniu nieważności?,Tak,Nie,Tylko po 10 latach,Wyłącznie gdy dotyczy świadczenia pieniężnego,1,Art. 156 § 1 pkt 5 wskazuje trwałą niewykonalność.
"Czy po upływie 10 lat od doręczenia lub ogłoszenia decyzji co do zasady stwierdza się jej nieważność z powodu ciężkich wad, np. braku podstawy prawnej lub rażącego naruszenia prawa (art. 156 § 1)?",Tak zawsze,Nie,Tylko na wniosek strony,Wyłącznie w razie rażącego naruszenia prawa,2,Art. 156 § 2 wprowadza co do zasady dziesięcioletnią granicę.
Kto co do zasady jest właściwy do stwierdzenia nieważności decyzji?,Organ pierwszej instancji,Sąd powszechny,Organ wyższego stopnia,Prokurator,3,"Art. 157 § 1 wskazuje organ wyższego stopnia, z wyjątkami dla ministra i SKO."
W jakiej formie rozstrzyga się sprawę stwierdzenia nieważności decyzji?,W drodze postanowienia,W formie uchwały,Ustnie,W drodze decyzji,4,Art. 158 § 1 przewiduje decyzję.
"Po ilu latach nie wszczyna się postępowania o stwierdzenie nieważności decyzji, której nie można unieważnić z powodu upływu 10 lat lub nieodwracalnych skutków prawnych (art. 156 § 2)?",Po 30 latach,Po 10 latach,Po 20 latach,Po 5 latach,1,Art. 158 § 3 przewiduje trzydziestoletnią granicę wszczęcia.
"Czy organ może wstrzymać wykonanie decyzji, jeśli prawdopodobne jest wystąpienie jednej z wad powodujących nieważność decyzji (art. 156 § 1)?",Nie,Tak,Tylko sąd może,Wyłącznie na wniosek prokuratora,2,Art. 159 § 1 przewiduje wstrzymanie z urzędu lub na żądanie strony.
Kiedy organ załatwia sprawę w postępowaniu uproszczonym?,Zawsze na wniosek strony,Tylko gdy sprawa dotyczy jednej strony,Gdy przepis szczególny tak stanowi,Wyłącznie gdy wartość sprawy jest niska,3,Art. 163b § 1 wymaga podstawy w przepisie szczególnym.
Ilu stron co do zasady może dotyczyć postępowanie uproszczone?,Dowolnej liczby stron bez ograniczeń,Co najmniej dwóch,Wyłącznie organu i jednej organizacji społecznej,"Jednej strony, chyba że przepis szczególny stanowi inaczej",4,Art. 163b § 2 przewiduje co do zasady jedną stronę.
Czy w postępowaniu uproszczonym stosuje się co do zasady przepisy o milczącym załatwieniu sprawy?,"Tak, chyba że przepis szczególny stanowi inaczej",Nie,Tylko po 2 miesiącach,Wyłącznie na wniosek strony,1,Art. 163b § 3 przewiduje stosowanie przepisów o milczącym załatwieniu.
Czy po złożeniu urzędowego formularza w postępowaniu uproszczonym strona może później zgłaszać nowe żądania?,Tak bez ograniczeń,Nie,Tylko jedno nowe żądanie,Wyłącznie za zgodą organu wyższego stopnia,2,Art. 163c § 4 wyłącza późniejsze zgłaszanie nowych żądań.
Czy uzasadnienie decyzji w postępowaniu uproszczonym może być skrócone?,Nie,Tylko za zgodą strony,"Tak, może ograniczyć się do wskazania ustalonych faktów i podstawy prawnej",Wyłącznie w decyzji pozytywnej,3,Art. 163f przewiduje uproszczone uzasadnienie.
Czy prokurator może żądać wszczęcia postępowania w celu usunięcia stanu niezgodnego z prawem?,Nie,Wyłącznie Prokurator Generalny,Tylko po decyzji ostatecznej,Tak,4,Art. 182 przyznaje prokuratorowi takie prawo.
Czy prokurator może brać udział w każdym stadium postępowania?,Tak,Nie,Tylko w pierwszej instancji,Wyłącznie po wniesieniu sprzeciwu,1,Art. 183 § 1 przyznaje prokuratorowi prawo udziału w każdym stadium.
Czy prokurator może wnieść sprzeciw od decyzji ostatecznej?,Nie,"Tak, gdy istnieją ustawowe podstawy wznowienia, nieważności, uchylenia lub zmiany decyzji",Tylko od decyzji nieostatecznej,Wyłącznie za zgodą sądu,2,Art. 184 § 1 przewiduje sprzeciw prokuratora w tych przypadkach.
W jakim terminie powinien być rozpatrzony sprzeciw prokuratora?,W ciągu 7 dni,W ciągu 14 dni,W ciągu 30 dni od jego wniesienia,W ciągu 2 miesięcy,3,Art. 185 § 1 przewiduje termin 30 dni.
Jakie uprawnienia ma prokurator uczestniczący w postępowaniu na podstawie art. 182–184?,Wyłącznie prawo wglądu do akt,Prawa biegłego,Wyłącznie prawo złożenia opinii,Prawa strony,4,Art. 188 przyznaje prokuratorowi prawa strony.
Czym jest administracyjna kara pieniężna w rozumieniu KPA?,Określoną w ustawie sankcją pieniężną nakładaną decyzją przez organ administracji za naruszenie obowiązku lub zakazu,Każdą grzywną sądową,Mandatem karnym,Opłatą skarbową,1,Art. 189b definiuje administracyjną karę pieniężną.
"Którą ustawę stosuje się, gdy między naruszeniem a wydaniem decyzji zmieniły się przepisy o karze?",Zawsze starą,"Co do zasady nową, ale poprzednią, jeśli jest względniejsza dla strony",Zawsze nową bez wyjątku,Ustawę wybraną przez organ,2,Art. 189c ustanawia zasadę stosowania ustawy względniejszej dla strony.
Czy przy wymiarze administracyjnej kary pieniężnej organ uwzględnia wagę i okoliczności naruszenia?,Nie,Tylko wysokość korzyści,Tak,Wyłącznie czas naruszenia,3,Art. 189d pkt 1 wymienia wagę i okoliczności naruszenia.
Czy przy wymiarze kary bierze się pod uwagę działania strony podjęte dobrowolnie w celu uniknięcia skutków naruszenia?,Nie,Tylko po nałożeniu kary,Wyłącznie w przypadku osoby prawnej,Tak,4,Art. 189d pkt 5 przewiduje uwzględnienie takich działań.
Czy osoba fizyczna może mieć uwzględnione swoje warunki osobiste przy wymiarze kary?,Tak,Nie,Tylko wiek,Wyłącznie dochód,1,Art. 189d pkt 7 przewiduje uwzględnienie warunków osobistych osoby fizycznej.
"Czy strona podlega karze, jeżeli naruszenie prawa było skutkiem siły wyższej?",Tak zawsze,Nie,Tylko połowie kary,Wyłącznie po pouczeniu,2,Art. 189e wyłącza ukaranie w przypadku siły wyższej.
Kiedy organ obligatoryjnie odstępuje od nałożenia kary i poprzestaje na pouczeniu z powodu małej wagi naruszenia?,Zawsze przy pierwszym naruszeniu,Tylko gdy kara byłaby niższa niż 500 zł,"Gdy waga naruszenia jest znikoma, a strona zaprzestała naruszania prawa",Wyłącznie na wniosek strony,3,Art. 189f § 1 pkt 1 przewiduje tę przesłankę.
Jaki jest co do zasady termin przedawnienia nałożenia administracyjnej kary pieniężnej?,3 lata,10 lat,2 lata,5 lat od naruszenia prawa albo wystąpienia jego skutków,4,"Art. 189g § 1 przewiduje pięcioletni termin, z wyjątkami ustawowymi."
Jaki jest co do zasady termin przedawnienia egzekucji administracyjnej kary pieniężnej?,"5 lat od dnia, w którym kara powinna być wykonana",3 lata,10 lat,30 lat,1,Art. 189g § 3 przewiduje pięcioletni termin.
"Po ilu dniach od ostateczności decyzji niezapłacona kara staje się zaległą administracyjną karą pieniężną, jeśli przepis szczególny nie stanowi inaczej?",Po 7 dniach,Po 14 dniach,Po 30 dniach,Po 60 dniach,2,Art. 189i § 1 przewiduje co do zasady termin 14 dni.
Jakie odsetki nalicza się od zaległej administracyjnej kary pieniężnej?,Zawsze 5% rocznie,Nie nalicza się odsetek,"Jak dla zaległości podatkowych, chyba że przepisy odrębne stanowią inaczej",Jak od kredytu konsumenckiego,3,Art. 189i § 2 odsyła do stawki odsetek od zaległości podatkowych.
Czy organ może na wniosek strony odroczyć termin zapłaty administracyjnej kary pieniężnej?,Nie,Tylko sąd,Wyłącznie na maksymalnie 7 dni,"Tak, gdy przemawia za tym ważny interes publiczny lub ważny interes strony",4,Art. 189k § 1 przewiduje m.in. odroczenie terminu zapłaty.
Czy organ może rozłożyć administracyjną karę pieniężną na raty?,Tak,Nie,Tylko po wszczęciu egzekucji,Wyłącznie gdy kara nie przekracza 1000 zł,1,Art. 189k § 1 przewiduje możliwość rozłożenia kary na raty.
Czy organ może umorzyć administracyjną karę pieniężną w całości lub części?,Nie,"Tak, w warunkach określonych w art. 189k",Tylko sąd,Wyłącznie po upływie 5 lat,2,Art. 189k § 1 pkt 3 przewiduje możliwość umorzenia kary.
Czy wraz z umorzeniem zaległej kary umarza się odpowiednio odsetki za zwłokę?,Nie,Wyłącznie połowę odsetek,Tak,Tylko na dodatkowy wniosek,3,Art. 189k § 2 wiąże umorzenie kary z odpowiednim umorzeniem odsetek.
Na czyje żądanie organ wydaje zaświadczenie?,Wyłącznie sądu,Tylko innego organu,Wyłącznie z urzędu,Osoby ubiegającej się o zaświadczenie,4,"Art. 217 § 1 stanowi, że zaświadczenie wydaje się na żądanie osoby zainteresowanej."
Kiedy wydaje się zaświadczenie?,Gdy wymaga tego przepis prawa albo osoba ma interes prawny w urzędowym potwierdzeniu faktów lub stanu prawnego,Zawsze na każde żądanie,Tylko gdy istnieje spór,Wyłącznie gdy zażąda tego sąd,1,Art. 217 § 2 określa dwie podstawowe przesłanki wydania zaświadczenia.
W jakim terminie powinno być wydane zaświadczenie?,W ciągu 14 dni,"Bez zbędnej zwłoki, nie później niż w ciągu 7 dni",W ciągu miesiąca,W ciągu 3 dni,2,Art. 217 § 3 przewiduje maksymalnie siedem dni.
Czy przed wydaniem zaświadczenia organ może przeprowadzić postępowanie wyjaśniające?,Nie,Tylko za zgodą strony,"Tak, w koniecznym zakresie",Wyłącznie w postępowaniu odwoławczym,3,Art. 218 § 2 dopuszcza konieczne postępowanie wyjaśniające.
W jakiej formie następuje odmowa wydania zaświadczenia lub zaświadczenia o żądanej treści?,W drodze decyzji,Ustnie,W formie zarządzenia,W drodze postanowienia,4,Art. 219 przewiduje postanowienie.
Czy na odmowę wydania zaświadczenia przysługuje zażalenie?,Tak,Nie,Wyłącznie odwołanie,Tylko skarga kasacyjna,1,Art. 219 przewiduje zażalenie.
Czy organ może żądać od strony zaświadczenia o faktach znanych mu z urzędu?,Tak,Nie,Tylko w formie elektronicznej,Wyłącznie za zgodą strony,2,"Art. 220 § 1 zakazuje żądania zaświadczenia, gdy fakty są znane organowi z urzędu."
"Czy organ może żądać zaświadczenia o faktach, które może ustalić z własnych rejestrów lub dostępnych rejestrów publicznych?",Tak zawsze,Tylko gdy sprawa jest pilna,Nie,Wyłącznie na koszt strony,3,Art. 220 § 1 nakazuje korzystać z dostępnych danych zamiast żądać zaświadczeń.
"Czy skargi i wnioski można składać w interesie publicznym, własnym lub innej osoby za jej zgodą?",Nie,Wyłącznie we własnym interesie,Tylko w interesie publicznym,Tak,4,Art. 221 § 3 dopuszcza wszystkie te warianty.
"Co decyduje o tym, czy pismo jest skargą albo wnioskiem?","Treść pisma, a nie jego forma zewnętrzna",Tytuł pisma,Nazwa formularza,Sposób doręczenia,1,"Art. 222 nakazuje oceniać treść pisma, a nie jego nazwę lub formę."
Co może być przedmiotem skargi?,Wyłącznie wysokość podatku,"M.in. zaniedbanie, nienależyte wykonywanie zadań, naruszenie praworządności lub przewlekłe załatwianie spraw",Tylko decyzja ostateczna,Wyłącznie zachowanie osoby prywatnej,2,Art. 227 wskazuje przykładowy katalog przedmiotu skargi.
Kto jest właściwy do rozpatrzenia skargi dotyczącej rady gminy?,Wójt,Starosta,"Wojewoda, a w zakresie spraw finansowych regionalna izba obrachunkowa",Samorządowe kolegium odwoławcze,3,Art. 229 pkt 1 określa właściwość wobec rady gminy.
Kto co do zasady rozpatruje skargę na wójta w sprawach innych niż zadania zlecone z administracji rządowej?,Wojewoda,Starosta,Regionalna izba obrachunkowa,Rada gminy,4,Art. 229 pkt 3 wskazuje radę gminy.
"Co powinien zrobić organ, który otrzymał skargę, ale nie jest właściwy do jej rozpatrzenia?","Niezwłocznie, nie później niż w 7 dni, przekazać ją właściwemu organowi lub wskazać skarżącemu właściwy organ",Pozostawić bez rozpoznania,Rozpatrzyć ją mimo braku właściwości,Przekazać zawsze wojewodzie,1,Art. 231 § 1 przewiduje przekazanie lub wskazanie organu w terminie do 7 dni.
Jaki jest maksymalny termin załatwienia skargi?,7 dni,Miesiąc,14 dni,2 miesiące,2,"Art. 237 § 1 nakazuje załatwić skargę bez zbędnej zwłoki, nie później niż w ciągu miesiąca."
"W jakim terminie poseł, senator lub radny, który wniósł lub przekazał skargę, powinien otrzymać informację o stanie jej rozpatrzenia, gdy potrzebne jest zebranie dowodów?",7 dni,30 dni,Najpóźniej w ciągu 14 dni,2 miesiące,3,Art. 237 § 2 przewiduje termin 14 dni.
Czy o sposobie załatwienia skargi zawiadamia się skarżącego?,Nie,Tylko przy skardze zasadnej,Wyłącznie na jego wniosek,Tak,4,Art. 237 § 3 nakazuje zawiadomić skarżącego.
Co powinno zawierać zawiadomienie o odmownym załatwieniu skargi?,Uzasadnienie faktyczne i prawne oraz pouczenie o art. 239,Wyłącznie informację o odmowie,Tylko podpis,Wyłącznie podstawę prawną,1,Art. 238 § 1 określa dodatkowe elementy zawiadomienia odmownego.
"Co może zrobić organ, gdy skarga była bezzasadna, a skarżący ponawia ją bez nowych okoliczności?",Musi wszcząć nowe postępowanie,Podtrzymać poprzednie stanowisko z adnotacją w aktach bez ponownego zawiadamiania skarżącego,Nałożyć automatycznie karę,Przekazać sprawę sądowi,2,Art. 239 § 1 pozwala podtrzymać poprzednie stanowisko w takiej sytuacji.
Co może być przedmiotem wniosku w rozumieniu działu VIII KPA?,Wyłącznie uchylenie decyzji,Tylko skarga na pracownika,"M.in. ulepszenie organizacji, usprawnienie pracy, zapobieganie nadużyciom i lepsze zaspokajanie potrzeb ludności",Wyłącznie żądanie zaświadczenia,3,Art. 241 wskazuje przykładowe przedmioty wniosku.
Do jakiego organu składa się wniosek?,Zawsze do wojewody,Zawsze do rady gminy,Wyłącznie do organu wyższego stopnia,Do organu właściwego ze względu na przedmiot wniosku,4,Art. 242 § 1 określa właściwość według przedmiotu wniosku.
W jakim terminie organ niewłaściwy przekazuje wniosek organowi właściwemu?,W ciągu 7 dni,W ciągu 14 dni,W ciągu miesiąca,Nie ma terminu,1,Art. 243 przewiduje termin siedmiu dni.
Jaki termin stosuje się do załatwiania wniosków?,7 dni,"Taki jak dla skarg, czyli bez zbędnej zwłoki, nie później niż w ciągu miesiąca",14 dni,2 miesiące,2,Art. 244 § 1 odsyła do art. 237 § 1.
Czy wnioskodawca niezadowolony ze sposobu załatwienia wniosku może wnieść skargę?,Nie,Tylko po zgodzie organu,Tak,Wyłącznie do sądu administracyjnego,3,Art. 246 § 1 przyznaje takie prawo.
"Czy wnioskodawca może wnieść skargę, jeśli wniosek nie został załatwiony w terminie?",Nie,Tylko po 3 miesiącach,Wyłącznie jeśli wniosek był pisemny,Tak,4,Art. 246 § 2 przewiduje skargę na niezałatwienie wniosku w terminie.
Jak często kierownicy organów lub ich zastępcy muszą przyjmować obywateli w sprawach skarg i wniosków?,Co najmniej raz w tygodniu,Raz w miesiącu,Raz na kwartał,Codziennie,1,Art. 253 § 2 przewiduje co najmniej jedno przyjęcie tygodniowo.
Czy przynajmniej raz w tygodniu przyjęcia w sprawach skarg i wniosków powinny odbywać się po godzinach pracy?,Nie,Tak,Tylko w urzędach gmin,Wyłącznie w urzędach wojewódzkich,2,Art. 253 § 3 wymaga co najmniej jednego terminu po godzinach pracy.
"Co powinien zrobić pracownik, który otrzymał skargę dotyczącą własnej działalności?",Rozpatrzyć ją sam,Zniszczyć ją,Niezwłocznie przekazać ją swojemu przełożonemu służbowemu,Przekazać bezpośrednio sądowi,3,Art. 256 nakłada obowiązek przekazania skargi przełożonemu.
