pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Czy projekt rozbiórki dołącza się do wniosku o pozwolenie na rozbiórkę w każdej sprawie?,"Tak, ale dopiero po zakończeniu robót.","Tak, niezależnie od obiektu i sposobu robót.","Nie, dołącza się go w zależności od potrzeb.","Nie, nawet jeśli rozbiórka jest skomplikowana.",3,Art. 30b ust. 3 pkt 6 przewiduje projekt rozbiórki zależnie od potrzeb.
Kiedy rozbiórka budynku niższego niż 8 m wymaga zgłoszenia zamiast pozwolenia?,Gdy odległość od granicy działki wynosi co najmniej połowę jego wysokości i brak ochrony wyłączającej tryb.,Gdy obiekt ma dowolną wysokość i stoi na granicy działki.,Gdy odległość od granicy jest mniejsza niż ćwierć wysokości.,Gdy obiekt jest wpisany do rejestru zabytków.,1,"Art. 31 ust. 1 pkt 1 i ust. 1b wiąże uproszczony tryb z wysokością, odległością i ochroną."
Co powinno zawierać zgłoszenie rozbiórki?,Tylko termin następnej kontroli obiektu.,"Zakres, miejsce i sposób jej wykonywania.",Wyłącznie kosztorys wykonawcy.,Wyłącznie numer księgi wieczystej.,2,"Art. 31 ust. 2 wymaga wskazania zakresu, miejsca i sposobu rozbiórki."
Kiedy organ może nałożyć obowiązek pozwolenia na rozbiórkę mimo możliwości zgłoszenia?,"Gdy rozbiórka wymaga wyłącznie zabezpieczenia terenu, bez wpływu na otoczenie.",Gdy organ stwierdzi brak uzgodnionego z wykonawcą kosztorysu rozbiórki.,"Gdy rozbiórka może pogorszyć stosunki wodne, warunki sanitarne lub stan środowiska.","Gdy może pogorszyć warunki sanitarne, ale organ musi poprzestać na zgłoszeniu.",3,Art. 31 ust. 3 dopuszcza wymaganie pozwolenia przy wskazanym wpływie lub szczególnych warunkach robót.
"Co poprzedza pozwolenie budowlane, jeśli przepisy wymagają oceny oddziaływania na obszar Natura 2000?",Wyłącznie późniejsza kontrola pięcioletnia obiektu.,Przeprowadzenie wymaganej oceny przed wydaniem decyzji.,Samo oświadczenie wykonawcy o braku zagrożeń.,Automatyczne odstąpienie od wszystkich uzgodnień.,2,Art. 32 ust. 1 pkt 1 uzależnia decyzję od wymaganej oceny środowiskowej.
Jaki skutek ma milczenie organu przez 14 dni przy zwykłym uzgodnieniu wymaganym przed pozwoleniem?,Zastępuje decyzję o pozwoleniu na użytkowanie.,Automatycznie unieważnia wniosek o pozwolenie.,Zawsze oznacza odmowę uzgodnienia.,Co do zasady oznacza brak zastrzeżeń do przedstawionych rozwiązań.,4,"Art. 32 ust. 2 przewiduje milczący brak zastrzeżeń, z wyjątkami z ust. 3."
Jaki dokument potwierdza prawo do dysponowania nieruchomością we wniosku o pozwolenie na budowę?,Wyłącznie zgoda wszystkich przyszłych użytkowników.,Wyłącznie umowa z kierownikiem budowy.,Tylko opinia geodety o granicach działki.,Oświadczenie inwestora składane pod rygorem odpowiedzialności karnej.,4,Art. 32 ust. 4 pkt 2 i art. 33 ust. 2 pkt 2 wymagają oświadczenia inwestora.
"Co trzeba przedstawić dla całego zamierzenia, gdy pozwolenie obejmuje tylko część samodzielnych obiektów?",Wyłącznie kosztorys obiektów ujętych w pozwoleniu.,Tylko projekt techniczny ostatniego obiektu.,Jedynie listę nabywców przyszłych budynków.,Projekt zagospodarowania działki lub terenu dla całości zamierzenia.,4,"Art. 33 ust. 1 pozwala podzielić decyzję, ale wymaga projektu zagospodarowania całego zamierzenia."
Ile papierowych egzemplarzy części projektowych dołącza się do wniosku o pozwolenie na budowę?,Dwa egzemplarze.,Trzy egzemplarze.,Pięć egzemplarzy.,Jeden egzemplarz.,2,Art. 33 ust. 2 pkt 1 przewiduje trzy egzemplarze projektu papierowego albo wersję elektroniczną.
Do czego należy dostosować zakres i treść projektu budowlanego?,Wyłącznie do liczby sąsiednich nieruchomości.,Wyłącznie do ceny materiałów budowlanych.,Do specyfiki obiektu i stopnia skomplikowania robót.,Do terminu sprzedaży gotowego obiektu.,3,Art. 34 ust. 2 wymaga dostosowania projektu do charakteru obiektu i robót.
Jaki dokument geodezyjny stanowi podstawę projektu zagospodarowania działki?,Dowolny szkic sporządzony bez pomiarów.,Aktualna mapa do celów projektowych albo jej kopia.,Wyłącznie mapa turystyczna okolicy.,Wyłącznie ortofotomapa bez danych działki.,2,Art. 34 ust. 3 pkt 1 wymaga aktualnej mapy do celów projektowych lub jej kopii.
W której części projektu budowlanego wskazuje się obszar oddziaływania obiektu?,W projekcie zagospodarowania działki lub terenu.,Wyłącznie w protokole odbioru robót.,Jedynie w książce obiektu budowlanego.,Wyłącznie w kosztorysie inwestorskim.,1,Art. 34 ust. 3 pkt 1 lit. e umieszcza tę informację w projekcie zagospodarowania.
Gdzie w projekcie budowlanym opisuje się układ komunikacyjny i zieleń na działce?,Jedynie w protokole odbioru końcowego.,Wyłącznie w oświadczeniu kierownika budowy.,Wyłącznie w projekcie technicznym konstrukcji.,W projekcie zagospodarowania działki lub terenu.,4,Art. 34 ust. 3 pkt 1 lit. d zalicza komunikację i zieleń do zagospodarowania terenu.
W której części projektu budowlanego określa się zamierzony sposób użytkowania obiektu?,W projekcie architektoniczno-budowlanym.,Wyłącznie w dzienniku budowy.,Wyłącznie w projekcie geodezyjnym.,Jedynie w oświadczeniu wykonawcy.,1,Art. 34 ust. 3 pkt 2 lit. b wymaga tej informacji w projekcie architektoniczno-budowlanym.
Gdzie ujmuje się charakterystyczne parametry techniczne projektowanego obiektu?,Tylko w protokole kontroli pięcioletniej.,W projekcie architektoniczno-budowlanym.,Wyłącznie w wykazie e-CRUB.,Wyłącznie w tablicy informacyjnej budowy.,2,Art. 34 ust. 3 pkt 2 lit. c przewiduje parametry w części architektoniczno-budowlanej.
W której części projektu budowlanego powinny znaleźć się obliczenia statyczno-wytrzymałościowe?,Jedynie w zgłoszeniu zakończenia budowy.,W projekcie technicznym.,Wyłącznie w decyzji o warunkach zabudowy.,W projekcie zagospodarowania terenu.,2,Art. 34 ust. 3 pkt 3 lit. a przypisuje rozwiązania konstrukcyjne i obliczenia projektowi technicznemu.
Czy projekt techniczny może być sprzeczny z projektem zagospodarowania działki?,"Tak, jeśli kierownik budowy wpisze uwagę do dziennika.","Tak, bo jest zatwierdzany przez odrębny organ.","Nie, lecz zgodność dotyczy tylko nazwy inwestora.","Nie, musi być z nim zgodny, podobnie jak z częścią architektoniczno-budowlaną.",4,Art. 34 ust. 3c wymaga zgodności trzech części projektu.
Które części projektu zatwierdza się w decyzji o pozwoleniu na budowę?,Projekt zagospodarowania i projekt architektoniczno-budowlany.,"Projekt techniczny i projekt zagospodarowania działki, bez części architektonicznej.","Projekt techniczny i projekt architektoniczno-budowlany, bez części zagospodarowania.","Wszystkie trzy części projektu, łącznie z projektem technicznym zatwierdzanym decyzją.",1,Art. 34 ust. 4 obejmuje zatwierdzeniem dwie wskazane części projektu.
Czy inwestor może żądać odrębnej decyzji zatwierdzającej projekt przed pozwoleniem na budowę?,"Nie, żadna część projektu nie może być zatwierdzona osobno.","Tak, ale dopiero po wydaniu pozwolenia na użytkowanie.","Nie, wyjątek dotyczy wyłącznie rozbiórki.","Tak, jeśli spełnia warunki uzyskania pozwolenia.",4,Art. 34 ust. 5 dopuszcza wcześniejsze odrębne zatwierdzenie wskazanej części projektu.
Jak długo najwyżej obowiązuje odrębna decyzja zatwierdzająca projekt przed pozwoleniem?,Bezterminowo.,Przez trzy lata.,Przez pięć lat.,Przez rok.,4,Art. 34 ust. 5 ogranicza ważność odrębnej decyzji do roku.
Jak można potwierdzić weryfikację mapy do celów projektowych?,Wyłącznie podpisem wykonawcy robót budowlanych.,Samym numerem księgi wieczystej działki.,Klauzulą urzędową albo oświadczeniem geodety o pozytywnym wyniku weryfikacji.,Dowolną pieczątką sklepu geodezyjnego.,3,Art. 34b dopuszcza dwa sposoby potwierdzenia pozytywnej weryfikacji danych mapy.
Co organ sprawdza w projekcie zagospodarowania działki przed wydaniem pozwolenia?,Wyłącznie ceny materiałów budowlanych.,Wyłącznie nazwę firmy wykonującej roboty.,"Zgodność z przepisami, w tym techniczno-budowlanymi.",Tylko przyszłą wartość rynkową działki.,3,Art. 35 ust. 1 pkt 2 wymaga weryfikacji projektu zagospodarowania z przepisami.
"Jaki obowiązek powstaje, gdy organ stwierdzi nieprawidłowości w dokumentacji przed pozwoleniem?",Projektant musi po zakończeniu budowy sporządzić kosztorys.,Inwestor musi usunąć wskazane nieprawidłowości w terminie określonym postanowieniem.,Właściciel sąsiedniej działki musi poprawić projekt.,Organ automatycznie wydaje pozwolenie bez korekty.,2,Art. 35 ust. 3 przewiduje postanowienie o usunięciu stwierdzonych braków.
Czy rozpoczęcie robót przed uzyskaniem wymaganego pozwolenia może skutkować odmową jego wydania?,"Nie, organ bada wyłącznie zgodność projektu z planem.","Tak, ale tylko gdy roboty zakończono ponad 10 lat wcześniej.","Nie, wcześniejsze roboty zawsze przyspieszają pozwolenie.","Tak, ustawa wskazuje to jako przesłankę odmowy.",4,Art. 35 ust. 5 pkt 2 nakazuje odmowę przy robotach wykonywanych przed decyzją.
Jaki termin zwykle uruchamia karę za opóźnienie organu w decyzji o pozwoleniu na budowę?,30 dni od pierwszego wpisu do dziennika budowy.,"65 dni od złożenia wniosku, z ustawowymi wyłączeniami okresów.",14 dni od sporządzenia projektu przez projektanta.,Rok od oddania obiektu do użytkowania.,2,"Art. 35 ust. 6 i 8 przewiduje karę po 65 dniach, z wyjątkami i wyłączeniami czasu."
Ile wynosi kara organu za każdy dzień zwłoki przy wydaniu pozwolenia po ustawowym terminie?,500 zł za dzień.,5000 zł za dzień.,1000 zł za dzień.,100 zł za dzień.,1,"Art. 35 ust. 6 przewiduje 500 zł za dzień zwłoki, wymierzane przez organ wyższego stopnia."
Kiedy skarżącemu zwraca się kaucję złożoną przy wstrzymaniu wykonania pozwolenia przez sąd?,Gdy skarga zostanie uznana za słuszną w całości lub części.,Zawsze po pierwszej rozprawie niezależnie od wyniku.,Dopiero po pięciu latach od zakończenia budowy.,Wyłącznie gdy inwestor dobrowolnie zrzeknie się kaucji.,1,Art. 35a ust. 2 nakazuje zwrot kaucji przy uwzględnieniu skargi.
Co organ może określić w decyzji o pozwoleniu na budowę w odniesieniu do terenu budowy?,Szczególne warunki użytkowania sąsiedniej nieruchomości po zakończeniu budowy.,Szczególne warunki zabezpieczenia terenu i prowadzenia robót.,Szczegółowe warunki późniejszego korzystania z każdego lokalu w budynku.,Wybór wykonawcy robót oraz wysokość wynagrodzenia kierownika budowy.,2,Art. 36 ust. 1 pkt 1 pozwala określić warunki bezpieczeństwa terenu i robót.
Co może stać się istotnym odstąpieniem od projektu w związku z obszarem oddziaływania?,"Zwiększenie obszaru poza działkę, na której zaprojektowano obiekt.",Zmiana numeru telefonu wykonawcy.,Poprawienie literówki w nazwie projektu.,Zmiana marki materiału bez wpływu na projekt.,1,Art. 36a ust. 5 pkt 1 wymienia zwiększenie obszaru oddziaływania poza działkę.
"Jaki próg zmiany wysokości, długości lub szerokości obiektu może stanowić istotne odstąpienie?",Przekroczenie 1% zatwierdzonego parametru.,Przekroczenie 2% zatwierdzonego parametru.,Przekroczenie 10% zatwierdzonego parametru.,Przekroczenie 5% zatwierdzonego parametru.,2,Art. 36a ust. 5 pkt 2 lit. b określa próg ponad 2% dla tych wymiarów.
Czy zmiana źródła ciepła z gazu na paliwo stałe może stanowić istotne odstąpienie?,"Nie, źródło ciepła nigdy nie ma znaczenia.","Tak, ale tylko po rozbiórce obiektu.","Nie, chyba że budynek nie ma instalacji grzewczej.","Tak, ustawa wymienia taką zamianę.",4,"Art. 36a ust. 5 pkt 7 wymienia zmianę z gazu, paliwa ciekłego, OZE lub sieci na paliwo stałe."
Co jest potrzebne przy istotnej zmianie projektu dołączonego do skutecznego zgłoszenia?,Wyłącznie zgoda projektanta wpisana do dokumentacji skutecznego zgłoszenia.,Ponowne zgłoszenie jedynie zmienionego fragmentu projektu bez objęcia całego zamierzenia.,"Decyzja o zmianie pozwolenia na budowę, którego inwestor wcześniej nie uzyskał.",Pozwolenie na budowę dla całości zamierzenia albo ponowne zgłoszenie.,4,Art. 36a ust. 1a przewiduje te dwie drogi przy istotnym odstąpieniu od projektu ze zgłoszenia.
Co trzeba ponownie uzyskać przy zmianie projektu technicznego dotyczącej wcześniej uzgodnionych rozwiązań?,Wymagane uzgodnienia dla zmienionych rozwiązań.,Tylko podpis wykonawcy pod kosztorysem.,Zgodę każdego sąsiada niezależnie od skutków zmiany.,Wyłącznie decyzję o warunkach zabudowy dla całej gminy.,1,Art. 36b ust. 1 wymaga ponownego uzgodnienia zmienianych rozwiązań.
Kto powinien okazać aktualny projekt budowlany na żądanie organu nadzoru?,Kierownik budowy.,Sprzedawca materiałów budowlanych.,Właściciel sąsiedniego obiektu.,Wyłącznie urzędnik wydający warunki zabudowy.,1,Art. 36b ust. 3 nakłada obowiązek okazania projektu na kierownika budowy.
Co umożliwia wznowienie budowy po wygaśnięciu pozwolenia wskutek trzyletniej przerwy?,Nowa decyzja o pozwoleniu na budowę.,Zaświadczenie o zakończeniu rozbiórki.,Samo zawiadomienie wykonawcy o powrocie na budowę.,Wyłącznie wpis do starego dziennika budowy.,1,Art. 37 ust. 2 wymaga nowego pozwolenia po wygaśnięciu wcześniejszego.
Po ilu latach od doręczenia decyzji o pozwoleniu na budowę nie stwierdza się jej nieważności?,Po 10 latach.,Po 5 latach.,Po 2 latach.,Po 3 latach.,2,Art. 37b ust. 1 wyznacza pięcioletnią granicę dla stwierdzenia nieważności pozwolenia.
Jak długo organ powinien przechowywać zatwierdzone projekty budowlane i dokumenty pozwolenia?,Co najmniej przez okres istnienia obiektu.,Tylko do dnia zakończenia budowy.,Przez trzy miesiące od rozpoczęcia użytkowania.,Wyłącznie przez rok od wydania pozwolenia.,1,Art. 38 ust. 2 wymaga przechowywania dokumentów przez cały okres istnienia obiektu.
Czy uzgodnienie konserwatorskie przy obiekcie z gminnej ewidencji dotyczy również pozwolenia na rozbiórkę?,"Nie, dotyczy wyłącznie pozwolenia na budowę.","Tak, lecz tylko po wykonaniu rozbiórki.","Nie, gminna ewidencja nigdy nie wpływa na rozbiórkę.","Tak, organ budowlany uzgadnia także pozwolenie na rozbiórkę.",4,"Art. 39 ust. 3 obejmuje uzgodnieniem zarówno budowę, jak i rozbiórkę."
Jaki organ wyraża zgodę przed budową na obszarze Pomnika Zagłady lub jego strefy ochronnej?,Powiatowy inspektor nadzoru budowlanego kontrolujący wykonanie robót.,Starosta prowadzący zwykłą sprawę pozwolenia na budowę.,Właściwy wojewoda.,Wojewódzki konserwator zabytków jako organ ochrony miejsca pamięci.,3,Art. 39a wymaga zgody wojewody przed pozwoleniem na budowę na tym obszarze.
Jakie dokumenty nowy inwestor dołącza do wniosku o przeniesienie pozwolenia na budowę?,Samo oświadczenie wykonawcy o wartości robót.,Wyłącznie wypis z rejestru gruntów bez pozostałych dokumentów.,Oświadczenie o przejęciu warunków i prawie do nieruchomości oraz co do zasady zgodę dotychczasowego inwestora.,Wyłącznie protokół ostatniej kontroli okresowej obiektu.,3,Art. 40 ust. 1 wymienia oświadczenia nowego inwestora i zasadniczo zgodę dotychczasowego.
Kiedy zgoda dotychczasowego inwestora nie jest potrzebna do przeniesienia pozwolenia?,Gdy minęły dwa tygodnie od rozpoczęcia robót.,Gdy nowy inwestor ma inną firmę wykonawczą.,Gdy po wydaniu pozwolenia własność lub użytkowanie wieczyste przeszły na nowego inwestora.,Gdy obiekt ma mniej niż dwie kondygnacje.,3,Art. 40 ust. 1a zwalnia z tej zgody przy przejściu określonych praw do nieruchomości.
Kto jest stroną postępowania o przeniesienie pozwolenia na budowę?,Wszyscy mieszkańcy gminy.,Każdy wykonawca robót na działce.,Dotychczasowy i nowy inwestor.,Wyłącznie projektant i starosta.,3,Art. 40 ust. 3 ogranicza krąg stron do obu inwestorów.
Czy prawa wynikające ze skutecznego zgłoszenia można przenieść na inną osobę?,"Nie, prawa ze zgłoszenia zawsze wygasają przy zmianie inwestora.","Tak, przez samo przekazanie poprzedniego zgłoszenia nowemu inwestorowi.","Tak, lecz bez sprawdzenia przejęcia warunków zgłoszenia przez nowego inwestora.","Tak, w drodze decyzji i przy odpowiednim stosowaniu warunków przeniesienia pozwolenia.",4,Art. 40 ust. 4 pozwala przenieść prawa i obowiązki ze zgłoszenia bez sprzeciwu.
Co ustawa zalicza do prac przygotowawczych rozpoczynających budowę?,Geodezyjne wytyczenie obiektu w terenie.,Złożenie wniosku o pozwolenie na budowę.,Samo kupno materiałów w hurtowni.,Wyłącznie podpisanie umowy z wykonawcą.,1,"Art. 41 ust. 1–2 wiąże rozpoczęcie budowy z pracami na terenie, np. wytyczeniem."
Gdzie mogą być wykonywane prace przygotowawcze do budowy?,Na całym obszarze gminy po wydaniu pozwolenia.,Tylko na terenie objętym pozwoleniem lub zgłoszeniem.,Wyłącznie w siedzibie projektanta.,Na dowolnym terenie sąsiednim bez uzgodnień.,2,Art. 41 ust. 3 ogranicza prace przygotowawcze do terenu objętego formalnością budowlaną.
Kogo inwestor zawiadamia o planowanym terminie rozpoczęcia robót wymagających pozwolenia?,Organ nadzoru budowlanego oraz projektanta sprawującego nadzór nad zgodnością budowy z projektem.,"Wyłącznie starostę, który wcześniej wydał pozwolenie na budowę.",Organ nadzoru budowlanego i wojewódzkiego konserwatora zabytków w każdej sprawie.,"Organ administracji architektoniczno-budowlanej i kierownika robót, bez projektanta.",1,Art. 41 ust. 4 wymaga zawiadomienia nadzoru i wskazanego projektanta.
Co dołącza się do zawiadomienia o rozpoczęciu robót dotyczącego kierownika i ustanowionego inspektora?,"Dokumenty kwalifikacyjne wyłącznie projektanta, bez danych kierownika i inspektora.","Dane tych osób i, z ustawowymi wyjątkami, dokumenty uprawnień oraz członkostwa w izbie.","Wyłącznie oświadczenie inwestora, że osoby te mają odpowiednie kwalifikacje.",Dane osób i kosztorys robót zamiast wymaganych dokumentów kwalifikacyjnych.,2,"Art. 41 ust. 4a i 4aa określa dane oraz dokumenty, z wyjątkami dla rejestru e-CRUB."
Kiedy można rozpocząć dostawy mediów na potrzeby budowy?,Po okazaniu wymaganego pozwolenia albo zgłoszenia.,Dopiero po pozwoleniu na użytkowanie gotowego obiektu.,Zawsze przed dopełnieniem formalności budowlanych.,Wyłącznie po wpisaniu obiektu do książki obiektu budowlanego.,1,Art. 41 ust. 5 wiąże dostawy mediów budowlanych z okazaniem podstawy robót.
Co inwestor przekazuje kierownikowi budowy przed rozpoczęciem robót?,"Wyłącznie pozwolenie na budowę, bez projektu stanowiącego podstawę robót.",Dokumentację powykonawczą przygotowaną dopiero po zakończeniu robót.,"Sam projekt architektoniczno-budowlany, bez wymaganego projektu technicznego.","Projekt budowlany, w tym projekt techniczny, jeśli jest wymagany.",4,Art. 42 ust. 1 pkt 4 wymaga przekazania kierownikowi projektu budowlanego.
Kiedy organ może zwolnić inwestora z ustanowienia kierownika budowy?,"Zawsze, gdy inwestor złoży wniosek o zwolnienie, bez badania charakteru robót.","Jedynie wtedy, gdy obiekt ma mniej niż dwie kondygnacje.","Dopiero po zakończeniu robót, jeżeli kierownik nie dokonywał wpisów.",Gdy uzasadnia to mały stopień skomplikowania robót lub inne ważne względy.,4,Art. 42 ust. 3 dopuszcza decyzję wyłączającą obowiązek kierownika.
"Kiedy należy zinwentaryzować geodezyjnie elementy obiektu, które ulegną zakryciu?",Wyłącznie po rozbiórce obiektu.,Przed ich zakryciem.,Po upływie trzech lat od zakończenia robót.,Dopiero po pięcioletniej kontroli obiektu.,2,Art. 43 ust. 3 wymaga pomiaru przed zakryciem elementów.
Co dołącza inwestor do dokumentacji budowy po zmianie kierownika budowy?,Wyłącznie nową umowę sprzedaży działki.,Wyłącznie nową decyzję o warunkach zabudowy.,Oświadczenie nowego kierownika o przejęciu obowiązków.,Samo oświadczenie dawnego wykonawcy o kosztach.,3,Art. 44 pkt 1 wymaga oświadczenia osoby przejmującej funkcję.
Kiedy prowadzenie dziennika budowy jest zasadniczo obowiązkowe?,Dopiero po zawiadomieniu o zakończeniu budowy.,Gdy roboty wymagają ustanowienia kierownika budowy.,Wyłącznie przy obiektach o wartości ponad milion złotych.,Tylko gdy sąsiad zażąda kopii wpisów.,2,Art. 45 wiąże dziennik z obowiązkiem ustanowienia kierownika budowy.
Co kierownik budowy potwierdza wpisem w dzienniku przed rozpoczęciem budowy?,"Wyłącznie numer pozwolenia na budowę, bez potwierdzenia odbioru projektu.",Otrzymanie od inwestora zatwierdzonego projektu i wymaganej części technicznej.,"Otrzymanie wyłącznie projektu technicznego, nawet gdy zatwierdzony projekt nie został przekazany.",Przekazanie inwestorowi dokumentacji powykonawczej przed rozpoczęciem robót.,2,Art. 45a ust. 1 pkt 2 wymaga potwierdzenia odbioru dokumentacji projektowej.
"Kto zabezpiecza teren budowy, gdy nie ma obowiązku ustanowienia kierownika budowy?",Właściciel sąsiedniego obiektu.,Wojewódzki inspektor nadzoru.,Projektant sprawdzający.,Inwestor.,4,Art. 45a ust. 2 przenosi na inwestora obowiązek zabezpieczenia terenu.
Jaką informację o organach zawiera tablica informacyjna budowy?,Wyłącznie siedzibę izby architektów.,Wyłącznie urząd skarbowy właściwy dla wykonawcy.,Tylko numer rachunku bankowego gminy.,Organ wydający pozwolenie lub rozpatrujący zgłoszenie oraz kontakt do nadzoru budowlanego.,4,Art. 45b ust. 1 wymienia organ prowadzący formalność i właściwy nadzór.
Gdzie umieszcza się tablicę informacyjną budowy?,Wyłącznie wewnątrz zamkniętego obiektu.,W dowolnym miejscu poza terenem budowy.,Tylko w biurze projektanta.,W miejscu widocznym od strony drogi publicznej lub dojazdu.,4,Art. 45b ust. 3 wymaga widoczności tablicy od strony drogi lub dojazdu.
Do kiedy tablica informacyjna pozostaje na budowie wymagającej pozwolenia na użytkowanie?,Do zakończenia prac fundamentowych.,Do sporządzenia projektu technicznego.,Do uzyskania decyzji o pozwoleniu na użytkowanie.,Do pierwszej dostawy materiałów.,3,Art. 45b ust. 4 pkt 1 wiąże zdjęcie tablicy z pozwoleniem na użytkowanie.
Co zawiera ogłoszenie dotyczące bezpieczeństwa pracy na budowie?,"Terminy budowy, maksymalną liczbę pracowników i dane o planie BIOZ.",Wyłącznie listę cen wszystkich materiałów.,Wyłącznie imiona właścicieli działek sąsiednich.,Jedynie projekt architektoniczno-budowlany.,1,Art. 45c ust. 1 wymienia te trzy grupy informacji o bezpieczeństwie.
Kto przechowuje dokumenty stanowiące podstawę robót podczas ich wykonywania?,Wyłącznie starosta w każdym przypadku.,"Kierownik budowy, a gdy nie jest wymagany – inwestor.",Wojewódzki konserwator zabytków przy każdej budowie.,Właściciel sąsiedniej nieruchomości.,2,Art. 46 powierza przechowywanie dokumentów kierownikowi albo inwestorowi.
W jakim terminie organ rozstrzyga o niezbędności wejścia na sąsiednią nieruchomość?,W ciągu 30 dni od zakończenia budowy.,W ciągu 14 dni od wniosku inwestora.,W ciągu roku od zgłoszenia robót.,W ciągu 3 dni od wydania pozwolenia.,2,Art. 47 ust. 2 określa czternastodniowy termin na decyzję w razie braku uzgodnienia.
Czy dla obiektu liniowego dziennik budowy można prowadzić oddzielnie dla odcinków?,"Nie, jeden dziennik zawsze obejmuje wszystkie odcinki.","Nie, dziennik nie może dotyczyć obiektu liniowego.","Tak, lecz tylko po zakończeniu robót.","Tak, dla każdego wydzielonego odcinka robót.",4,Art. 47b ust. 2 dopuszcza osobne dzienniki dla wydzielonych odcinków.
W jakiej postaci nie prowadzi się dziennika budowy na terenach zamkniętych MON?,W postaci papierowej.,W żadnej postaci mimo obowiązku kierownika.,Wyłącznie w postaci protokołu odbioru.,W postaci elektronicznej.,4,Art. 47c ust. 2 wyłącza elektroniczny dziennik dla wskazanych terenów zamkniętych.
Kto może dokonywać wpisów w dzienniku budowy poza uczestnikami procesu budowlanego?,"Pracownik geodezyjny bez wymaganych uprawnień, niezależnie od czynności.","Każdy pracownik wykonawcy, nawet gdy nie pełni ustawowej funkcji.",Przedstawiciel urzędu bez upoważnienia do kontroli budowy.,Uprawniony geodeta i upoważnieni kontrolerzy działający na budowie.,4,Art. 47e ust. 1 dopuszcza wpisy geodety oraz osób kontrolujących w granicach ich czynności.
Kto występuje o wydanie dziennika budowy?,Inwestor.,Właściciel sąsiedniej działki.,Inspektor nadzoru inwestorskiego.,Dowolny podwykonawca robót.,1,Art. 47g ust. 1 przypisuje wystąpienie o dziennik inwestorowi.
Jaki organ wydaje dziennik budowy po decyzji o legalizacji budowy?,Projektant po uzgodnieniu z właściwym inspektorem nadzoru.,"Organ administracji architektoniczno-budowlanej, który wcześniej przyjął zgłoszenie.",Organ nadzoru budowlanego.,Organ prowadzący gminną ewidencję obiektów budowlanych.,3,Art. 47g ust. 2 pkt 2 wskazuje nadzór budowlany przy legalizacji lub wznowieniu robót.
W jakim terminie organ wydaje dziennik budowy po uzyskaniu podstawy do robót?,W ciągu 14 dni kalendarzowych od końca budowy.,W ciągu 30 dni od odbioru obiektu.,Dopiero po upływie pięciu lat użytkowania.,W ciągu 3 dni roboczych od wystąpienia inwestora.,4,"Art. 47g ust. 5 przewiduje trzy dni robocze, nie wcześniej niż od wykonalności decyzji lub prawa ze zgłoszenia."
Jak wydaje się elektroniczny dziennik budowy?,Przez zapewnienie inwestorowi dostępu w systemie EDB.,Przez wpis do księgi wieczystej nieruchomości.,Przez wysłanie projektu technicznego do sąsiadów.,Przez ostemplowanie pustego papierowego zeszytu.,1,Art. 47h ust. 1 pkt 2 opisuje wydanie przez dostęp w EDB.
Co zmienia się w EDB po przeniesieniu pozwolenia na nowego inwestora?,Dziennik jest automatycznie usuwany z systemu.,Dziennik zamienia się z elektronicznego na papierowy.,"Nowy inwestor otrzymuje dostęp do dziennika, a poprzedni go traci.",Obaj inwestorzy zawsze zachowują pełny dostęp bezterminowo.,3,Art. 47i nakazuje zmianę dostępu w EDB po wykonalnym przeniesieniu decyzji.
W jakim terminie EDB zmienia dostęp inwestorów po przeniesieniu pozwolenia?,W ciągu 3 dni roboczych od wykonalności decyzji o przeniesieniu.,Dopiero po wydaniu pozwolenia na użytkowanie.,W ciągu roku od zakończenia budowy.,W ciągu 14 dni od złożenia samego wniosku.,1,Art. 47i wyznacza trzy dni robocze od wykonalności decyzji.
Kto występuje o kolejny tom zapełnionego papierowego dziennika budowy?,Właściciel sąsiedniej działki.,Każdy podwykonawca robót.,Inwestor.,Geodeta uprawniony.,3,Art. 47j ust. 2 nakazuje inwestorowi wystąpić o kolejny tom dziennika.
Czy papierowy dziennik budowy można kontynuować elektronicznie?,"Nie, obie formy trzeba prowadzić równolegle do końca.","Nie, forma dziennika nigdy nie może ulec zmianie.","Tak, ale bez zamykania papierowego dziennika.","Tak, po wydaniu elektronicznego dziennika zamyka się papierowy wpisem.",4,Art. 47k ust. 1–2 pozwala przejść z papieru do EDB po zamknięciu papierowej części.
Czy elektroniczny dziennik budowy można potem kontynuować na papierze?,"Nie, bo elektroniczny dziennik zamyka się po tygodniu.","Tak, ale tylko po wydaniu pozwolenia na użytkowanie.","Nie, można go kontynuować tylko elektronicznie.","Tak, w dowolnym momencie bez formalności.",3,Art. 47k ust. 3 wyklucza powrót z EDB do papierowej postaci dziennika.
Kto zamyka dziennik budowy po zakończeniu robót?,Inspektor ochrony środowiska podczas kontroli.,Projektant przez zmianę projektu technicznego.,Starosta decyzją o pozwoleniu na budowę.,Kierownik budowy przez odpowiedni wpis.,4,Art. 47l ust. 1 przypisuje zamknięcie dziennika kierownikowi budowy.
